Abraham
Filipek
Filuś
Filek
Florian
Florek
Floruś
Florianek
Franciszek
Franek
Frank
Franuś
Franc
Fryderyk
Fryderyś
Frydek
Frycek
Gabin
Gabinek
Gabek
Gabuś
Gabik
Gabor
Gaborek
Borek
Gabriel
Gabryś
Gabrysiek
Gajusz
Gajek
Gajuś
Gaspar
Gasparek
Gaspek
Gaspik
Gaspuś
Gaweł
Gawełek
Gawik
Gawuś
Gawek
Gedeon
Gedeonek
Gedek
Gerald
Geraldek
Geri
Geruś
Gerek
Gerard
Gerardek
German
Germanek
Germuś
Germik
Gerwazy
Gerwazek
Wazek
Gniewosz
Gniewko
Gniewuś
Gniewek
Gordon
Gordonek
Gordek
Gosław
Gosławek
Gostek
Gostuś
Gotard
Gotardek
Gotek
Gotuś
Gracjan
Gracjanek
Gracek
Gracuś
Grzegorz
Grzesiek
Grześ
Grzesiu
Gustaw
Gustawek
Gwidon
Gwidek
Gwiduś
także
Helmut
Helmutek
Helmik
Mutek
Mucio
Henryk
Henryczek
Henryś
Heniek
Henio
Heniu
Herbert
Herbercik
Herbek
Herbuś
Herbik
Herkules
Hercio
Herkulesik
Herman
Hermanek
Hermek
Hiacynt
Hiacek
Cyntek
Hieronim
Hieronimek
Hirek
Nimek
Nimuś
Hilary
Hilarek
Lary
Hipolit
Hipolitek
Hipek
Hipcio
Polit
Honoriusz
Honorek
Honory
Horacy
Horacjuszek
Horek
Hubert
Hubercik
Hubcio
Hubek
Hubko
Hugo
Hugonek
Hugi
Hugon
Idek
Idzik
Iduś
Ignacy
Ignacek
Ignaś
Igor
Igorek
Iguś
Ildefons
Ildefonsik
Ildek
Fonsio
Innocenty
Inek
Inuś
Centek
Ireneusz
Irek
Ireczek
Iruś
Iwan
Iwanek
Iwek
Iwo
Iwi
Iwuś
Izydor
Izydorek
Izek
Jacek
Jacuś
Jaculek
Jakub
Jakubek
Kuba
Kubuś
Kubik
Janko
Jaś
Jasiek
Jaśko
Jasiu
Jasio
Janosik
Janik
January
Januarek
Janusz
Januszek
Jarema
Jaremek
Jaremko
Jarek
Remek
Remik
Jarosław
Jaruś
Jareczek
Jeremi
Jerom
Jerko
Jeremik
Jeremiaszek
Jerzy
Jurek
Jureczek
Jerzyk
Jura
Jędrzej
Jędrek
Jędruś
Joachim
Joachimek
Jakim
Jakimek
Jonasz
Jonaszek
Jonek
Jonik
Jonatan
Jonatanek
Jonaś
Atan
Atek
Atuś
Jordan
Jordanek
Jordek
Jorduś
Józef
Józek
Józik
Józio
Ziutek
Julian
Julek
Julik
Juluś
Juliusz
Juliuszek
Jurand
Jurandek
Juraś
Justyn
Justynek
Justek
Justyś
Justuś
Kacper
Kacperek
Kacpek
Kacpik
Perek
Peruś
Kajek
Kajuś
Kajtek
Kajetan
Kajetanek
Kajtuś
Kalikst
Kalikstek
Kaliś
Kamil
Kamilek
Kamyk
Kamiś
Karol
Karolek
Karoluś
Lolek
Kasjan
Kasjanek
Kasjuś
Kasek
Kasper
Kasperek
Kaspek
Kastor
Kastorek
Kastek
Kastuś
Kazimierz
Kazik
Kaziu
Klaudiusz
Klaudek
Klaudiuszek
Klemens
Klemensik
Klimek
Klimko
Konrad
Konradek
Kondek
Kondzio
Konstanty
Konstantynek
Kostek
Tynek
Kordian
Kordianek
Kordek
Korduś
Kordik
Kornel
Kornelek
Kornek
Kornelik
Kryspin
Kryspinek
Krysek
Kryspek
Krystianek
Krys
Krysiek
Krzesimir
Krześ
Krzesiu
Krzesiek
Krzysztof
Krzysiek
Krzyś
Krzysiu
Krzych
Krzychu
Ksawery
Ksawerek
Ksawcio
Sawek
Kwiryn
Kwirynek
Kwiruś
Kwirek
Lech
Leszek
Lesio
Leś
Lesiu
Lechosław
Leczek
Leo
Leoś
Leosiek
Leon
Leonek
Leonard
Leonardek
Leonid
Leonidek
Nidek
Leopold
Leopoldek
Lesław
Lew
Lewko
Lewik
Lewek
Lulek
Lewin
Lewinek
Liwiusz
Liwiuszek
Liwek
Liwiuś
Liwuś
Longin
Longinek
Loni
Lonik
Lotar
Lotarek
Lotek
Lotuś
Lubomir
Lubomirek
Lubek
Lubko
Lubik
Lucjan
Lucek
Lutek
Lusiek
Ludan
Ludanek
Ludek
Ludzik
Ludomir
Ludosław
Ludosławek
Ludwik
Ludwiczek
Ludwiś
Ludwin
Ludwinek
Lutosław
Lutuś
Luty
Łukasz
Łukaszek
Łukaś
Łuka
Maciej
Maciek
Maćko
Maciuś
Makary
Makarek
Makaruś
Makar
Maks
Maksio
Maksik
Maksym
Maksymek
Maksymilian
Maksymilianek
Mamer
Mamercik
Mamek
Mamik
Mamuś
Manfred
Manfredek
Maniek
Marcel
Marcelek
Marcyś
Marc
Marceli
Marek
Marcin
Marcinek
Mareczek
Maruś
Marian
Marianek
Maniuś
Mariusz
Mariuszek
Mariuś
Masław
Masławek
Masłek
Masiek
Mateusz
Mateuszek
Matuś
Matek
Matys
Matysek
Maurycy
Maurycek
Mauryś
Rycek
Medard
Medardek
Medardzik
Medar
Meduś
Melchior
Melchiorek
Meluś
Metody
Metodek
Metoduś
Metuś
Michał
Michałek
Michaś
Michasiek
Misiek
Mieczysław
Mietek
Mietas
Mieciu
Miecio
Mieczyś
Mieszko
Mieszek
Miesio
Miesiu
Mikołaj
Mikołajek
Mikołka
Miko
Mikuś
Miki
Misza
Miś
Milan
Milanek
Miluś
Miłosz
Miłoszek
Mirmił
Mirmiłek
Miron
Mironek
Miruś
Mirosław
Mireczek
Mirko
Modest
Modeścik
Modek
Moduś
Mścisław
Mściszek
Mściś
Sławko
Napoleon
Napoleonek
Napek
Napuś
Napik
Nestor
Nestorek
Nestuś
Nikifor
Nikiforek
Niki
Nikuś
Nikodem
Nikodemek
Nikoś
Norbert
Norbercik
Norbek
Norbuś
Norbi
Norman
Normanek
Normek
Normik
Normuś
Odyseusz
Odyseuszek
Odysek
Odys
Oktawian
Oktawianek
Oktawek
Oktuś
Olaf
Olafek
Olafuś
Olafik
Olbracht
Olbrachcik
Olbi
Olbraś
Oleg
Olgierd
Olgierdek
Olgierdzik
Oldzik
Olguś
Olgiś
Oliwer
Oliwerek
Oliwek
Oli
Oliweir
Oliwierek
Orest
Orestek
Orek
Oruś
Oskar
Oskarek
Oskaś
Karuś
Ostap
Ostapek
Ostapuś
Ostek
Ostuś
Oswald
Oswaldek
Oswik
Osek
Waldek
Otto
Otuś
Otek
Pankracy
Pankracek
Pankrac
Pankracio
Pancek
Patrycy
Patrycek
Patrycuś
Patryk
Patryś
Pat
Patek
Patrysiek
Paweł
Pawełek
Paw
Pawko
Pawciu
Pawik
Pawek
Piotr
Piotrek
Piotruś
Piotrulek
Piotrusiek
Placyd
Placydek
Placyk
Placyś
Polikarp
Polikarpek
Polikarpik
Polik
Karpik
Prokop
Prokopek
Prokopik
Prokuś
Protazy
Protazek
Protazik
Protek
Prociu
Przemił
Przemiłek
Przemik
Przemiś
Przemysław
Przemek
Przemko
Przybysław
Przybek
Przybyś
Przybik
Radomił
Radomiłek
Radoś
Radek
Radosław
Radosławek
Raduś
Rafał
Rafałek
Rafik
Rafuś
Rajmund
Rajmundek
Rajmundzik
Rajmuś
Ralf
Ralfik
Ralfuś
Ral
Remigiusz
Remigiuszek
Remi
Remiś
Robert
Robercik
Robcio
Robuś
Robik
Robin
Robinek
Robiś
Roch
Roszek
Roszko
Rosio
Roger
Rogerek
Roguś
Roman
Romanek
Romek
Romcio
Romuś
Romik
Romeo
Romuald
Romualdek
Rosław
Rosławek
Rosławik
Rosek
Rosiu
Rościsław
Rościsławek
Rościk
Rudolf
Rudolfek
Rudolfik
Rudek
Rudi
Rufin
Rufinek
Rufek
Rufiś
Finek
Rufus
Rufusek
Rufcio
Rupert
Rupercik
Rupek
Rupik
Ryszard
Rysiek
Rysiu
Rysio
Ryś
Salwator
Salwatorek
Salwek
Salwik
Salwuś
Sambor
Samborek
Samek
Saturnin
Saturninek
Saturnik
Satek
Saturek
Satuś
Sebastian
Sebastianek
Sebek
Seba
Bastian
Bastek
Bastianek
Serafin
Serafinek
Serafek
Serek
Sergiusz
Sergiuszek
Serguś
Serg
Serwacy
Serwek
Serwacek
Wacek
Sewer
Sewerek
Seweryn
Sewerynek
Sławoj
Sławojek
Sławuś
Sławomir
Sławcio
Sławik
Sławosz
Sławoszek
Sobiesław
Sobiesławek
Sobik
Sobieś
Sobuś
Sobek
Stanisław
Stanisławek
Stan
Stefan
Stefanek
Stefek
Stef
Stefcio
Stojan
Stojanek
Stojek
Stojuś
Stoj
Sylwester
Sylwek
Sylwuś
Sylwik
Sylwiusz
Sylwan
Szczepan
Szczepek
Szczepcio
Szczepik
Szczęsny
Szcześ
Szczesiek
Szczesiu
Szymon
Szymek
Szymcio
Szymuś
Szymonek
Tacjan
Tacjanek
Tacjuś
Tacek
Tacuś
Tadeusz
Tadeuszek
Tadek
Tadzinek
Tadzik
Tadzio
Teodor
Teodorek
Teo
Teoś
Teosiek
Teofil
Teofilek
Teś
Tesio
Tomek
Tomcio
Tomulek
Tomasz
Tomaszek
Tycjan
Tycjanek
Tycek
Tycuś
Tyci
Tymon
Tymonek
Tymek
Tymcio
Tymoteusz
Tymoteuszek
Tymik
Tytus
Tytusek
Tycio
Tytuś
Urban
Urbanek
Urbanuś
Urbek
Urbik
Urbaś
Banek
Banuś
Ursus
Ursusek
Ursuś
Ursek
Urek
Ursyn
Ursynek
Ursynuś
Ursyś
Ursyk
Wacław
Wacławek
Wacławuś
Wacuś
Waldemar
Waldemarek
Waldeczek
Walduś
Waldzio
Waldi
Walenty
Walek
Waluś
Walerian
Walerianek
Walerek
Walery
Walter
Walterek
Walteruś
Waltuś
Waltek
Wasyl
Wasylek
Wasiek
Wasia
Wawrzyniec
Wawrzynek
Wawrzek
Wawrzyk
Wawek
Wawo
Wiesław
Wiesiek
Wiesiu
Wiesiulek
Wiesio
Wiktor
Wiktorek
Wiki
Wiktuś
Wiktoryn
Wiktorynek
Wiktoryś
Wilhelm
Wilhelmik
Wilek
Wiluś
Wiliam
Wiliamek
Wilamek
Wincent
Wincek
Wincenty
Wincentek
Wirgiliusz
Wirgiliuszek
Wirgilek
Wirguś
Wiruś
Wirek
Wirginiusz
Wirginiuszek
Witold
Witek
Wituś
Witalis
Witalisek
Witalek
Witaliś
Wital
Witaś
Witold
Witoldzik
Witoldek
Witoś
Władysław
Władysławek
Władek
Władeczek
Wład
Władyś
Włodzimierz
Włodek
Włodeczek
Włoduś
Włodzio
Włodko
Wojciech
Wojtek
Wojtuś
Wojteczek
Wojtulek
Wojmir
Wojek
Wojuś
Wszemił
Wszemek
Zbigniew
Zbyszek
Zbynio
Zbychu
Zbych
Zbysio
Zbysiek
Zbyszko
Zbysław
Zbysławek
Zbyś
Zbysiu
Zdzisław
Zdzisiek
Zdzich
Zdzisiu
Zenobiusz
Zenobiuszek
Zenobek
Zenobiuś
Zenobik
Zenek
Zenon
Zenonek
Zenuś
Zenio
Zygmunt
Zygmuntek
Zygmuś
Zyga
Ada
Adusia
Adelka
Dusia
Adela
Adelcia
Adelajda
Adelina
Adrianna
Adrianka
AnnaAnia
Agata
Agatka
Agacia
Agusia
Aga
Gusia
Gatka
Gacia
Agnieszka
Agniesia
Agnisia
Aida
Alana
Alanka
Ala
Albina
Albinka
Alba
Bina
Binka
Aldona
Aldonka
Alda
Dona
Donka
Donia
Alfreda
Alfa
Freda
Alicja
Alka
Alunia
Alina
Alinka
Alma
Almusia
Alona
Alonka
Lona
Lonka
Amanda
Ama
Anda
Andzia
Manda
Amelia
Amelka
Amelcia
Amela
Anabella
Ana
Ania
Bella
Bela
Anastazja
Nastka
Nastusia
Anatola
Tola
Tolka
Aneta
Anetka
Anecia
Netka
Angela
Angelka
Angelusia
Angelika
Angelinka
Aniela
Anielka
Anielcia
Nela
Nelka
Anita
Anitka
Anicia
Anna
Anka
Anusia
Aneczka
Anula
Anulka
Antola
Antolka
Tosia
Antonina
Antosia
Nina
Apolonia
Pola
Polcia
Polka
Lonia
Arina
Arinka
Arka
Arkadia
Areczka
Arusia
Arunia
Arletta
Arletka
Armanda
Armanka
Arma
Armina
Arminka
Aurea
Aura
Aurusia
Aurunia
Rea
Aurela
Aurelka
Aurelcia
Aurelia
Aurora
Aurorka
Balbina
Balbinka
Balbinia
Bibka
Bisia
Beata
Beatka
Becia
Betka
Betusia
Beatrycze
Bea
Betysia
Tysia
Belcia
Berenika
Berenia
Berka
Nika
Bernadetta
Berdadetka
Bernadka
Berta
Bercia
Bertka
Bianka
Biana
Biancia
Biruta
Birutka
Birka
Ruta
Rutka
Blanka
Blaneczka
Lanka
Bogdana
Bogdanka
Bogna
Bogusia
Bogunia
Bogumiła
Miła
Bogusława
Boguśka
Sława
Sławka
Bolesława
Bolka
Bolcia
Bolesia
Bola
Bona
Bonka
Bonia
Bożena
Bożenka
Bożka
Brenda
Brendzia
Brenka
Brenia
Bronisława
Bronka
Bronia
Brońka
Bronusia
Brygida
Brygidka
Brydzia
Brynia
Brysia
Cecylia
Cecylka
Cela
Celka
Celcia
Celina
Celinka
Lina
Linka
Cyntia
Cynti
Cynia
Dagmara
Dagmarka
Dagusia
Dagunia
Daga
Daguchna
Dagna
Dajana
Dajanka
Daja
Dajka
Dajusia
Dalia
Dalka
Dala
Dalinka
Daniela
Danielka
Dania
Danka
Daria
Darka
Darunia
Darcia
Darusia
Dąbrówka
Dąbka
Dąbcia
Delfina
Delfinka
Dela
Delka
Fina
Finka
Diana
Dianka
Dina
Dianusia
Dianna
Dinka
Dinciaa
Dinia
Dobrawa
Dobrusia
Dobrawka
Dobra
Dobromira
Dobromirka
Dobrosia
Mirka
Dobrosławka
Dolores
Dola
Dolorka
Lora
Lola
Domicela
Domka
Domcia
Dominika
Dominiczka
Dominisia
Dora
Dorka
Dorcia
Dorunia
Dorota
Dorotka
Dorocia
Doda
Edyta
Edytka
Edycia
Eleonora
Ela
Lena
Nora
Eligia
Ligia
Eliza
Elizka
Liza
Elmira
Elmirka
Elma
Mira
Elwira
Elwirka
Elwa
Wira
Wirka
Elza
Elka
Elżbieta
Elżbietka
Elżunia
Emila
Emilka
Emka
Emilcia
Milka
Mila
Emina
Eminka
Mina
Minka
Emma
Emcia
Erwina
Erwinka
Erina
Wina
Winka
Eryka
Eryczka
Erysia
Erka
Rika
Estera
Esterka
Esta
Estusia
Estka
Eugenia
Gienia
Gienka
Genia
Geńka
Eulalia
Eulalka
Lala
Euzebia
Ebia
Ebka
Zebia
Zebka
Zebusia
Ewa
Ewka
Ewcia
Ewunia
Ewulka
Ewusia
Ewelina
Ewelinka
Felicja
Fela
Felusia
Felcia
Felka
Filipina
Filipinka
Filipka
Filka
Lipka
Pina
Pinka
Flawia
Flawka
Flawiusia
Flora
Florka
Florcia
Florentyna
Fryda
Frydzia
Frydka
Fryderyka
Gabriela
Gabrysia
Gabryśka
Gaba
Gabunia
Gaja
Gajka
Gajusia
Gemma
Gema
Gemka
Gemcia
Genowefa
Gena
Gerda
Gerdunia
Gerdusia
Gerunia
Gerusia
Gercia
Gertruda
Gerta
Truda
Trudzia
Gizela
Gizelka
Giza
Gizia
Gloria
Glorka
Glorcia
Lorka
Gosława
Gosławka
Gosia
Gracja
Gratka
Grasia
Gracka
Gracjana
Gracjanka
Grażyna
Grażynka
Grażka
Grazia
Greta
Gretka
Grecia
Gretusia
Halina
Halinka
Halka
Halcia
Halusia
Halunia
Halszka
Hala
Hasia
Hanna
Hania
Hanka
Hanusia
Hanulka
Helena
Helenka
Hela
Helka
Helunia
Helusia
Helcia
Helga
Hiacynta
Hiacka
Hilda
Hildzia
Hila
Hilunia
Hildegarda
Garda
Honorata
Honoratka
Honorcia
Honorka
Norka
Hortensja
Horta
Horka
Horteczka
Ida
Idka
Idusia
Idunia
Idalia
Idalka
Iga
Igusia
Igunia
Ilona
Ilonka
Ilusia
Ina
Inka
Inusia
Inez
Ineska
Inga
Ingusia
Irena
Irenka
Irka
Irusia
Ircia
Ira
Irma
Irminka
Irmina
Iryda
Irydka
Irydzia
Iwetka
Iwa
Iwka
Iwusia
Iwonka
Iwcia
Izabela
Iza
Izka
Izaura
Izusia
Zaura
Zaurusia
Jadwiga
Jadwinia
Jadźka
Jadwisia
Jadzia
Jagna
Jagusia
Jagunia
Jaga
Jagoda
Jagódka
Jagodzia
Janina
Janka
Jana
Jasia
Jaśka
Joanna
Joasia
Joaśka
Asia
Aśka
Jolanta
Jolka
Jola
Jolcia
Jowita
Jowitka
Wita
Witka
Judytka
Jutka
Juta
Jucia
Julia
Julka
Julcia
Jula
Julisia
Juliana
Julianka
Julianna
Julita
Julitka
Jurata
Juratka
Jurka
Kaja
Kajka
Kajusia
Kajunia
Kalina
Kalinka
Kala
Kalunia
Kama
Kamusia
Kamunia
Kamelia
Kamelka
Kamelcia
Kamila
Kamilka
Kamisia
Karena
Karenka
Kara
Rena
Karinka
Karlunia
Karlusia
Karola
Karolka
Karolinka
Karla
Katarzyna
Kasia
Kaśka
Kasieńka
Kasiunia
Kazimiera
Kazia
Kingusia
Kinia
Klara
Klarka
Klarcia
Klarunia
Lara
Klarysa
Klaryska
Larysa
Ryska
Klaudia
Klaudusia
Klaudynka
Klementyna
Klementynka
Klimka
Tyna
Tynia
Kleopatra
Klea
Patra
Pati
Konstancja
Kostka
Konstantynka
Tinka
Tina
Kordula
Kordulka
Kordelka
Kordusia
Kordunia
Dula
Dunia
Kornelia
Kornelka
Kornelcia
Krystyna
Krystynka
Krysia
Kryśka
Ksenia
Kseńka
Senia
Seńka
Kunegunda
Kundzia
Kunia
Kunda
Laila
Lailka
Laja
Lajka
Lajla
Ilka
Ilunia
Laryska
Larka
Rysa
Laura
Launia
Laurusia
Laurka
Lenka
Lenia
Lenora
Lenorka
Leokadia
Lodzia
Loda
Lodka
Leosia
Leonia
Lesława
Leszka
Lesia
Lidia
Lidka
Lida
Ligiusia
Ligusia
Ligunia
Liga
Lila
Lilka
Lilcia
Lilia
Lilianna
Lilla
Linda
Lindusia
Liwia
Liwa
Liwka
Liwusia
Liwunia
Lizka
Lizia
Lizunia
Lolita
Lolitka
Loretta
Loretka
Lorcia
Luba
Lubka
Lubomira
Lubomirka
Lucja
Lutka
Lucia
Lusia
Lucyna
Lucynka
Lucynia
Lucka
Luda
Ludka
Ludzia
Ludmiła
Ludmiłka
Miłka
Ludwika
Ludwisia
Wisia
Luiza
Luizka
Luizia
Lukrecja
Luka
Lukrunia
Krecja
Krecia
Lutosława
Lutosia
Luta
Łucja
Łucka
Łucia
Magda
Magdzia
Madzia
Magdusia
Magdalena
Magdalenka
Maja
Majka
Majeczka
Malina
Malinka
Malinia
Malwina
Malwinka
Malwa
Manuela
Manuelka
Mania
Marcela
Marcelka
Marcelinka
Marcysia
Marcelina
Marcjanna
Marcjanka
Maria
Marysia
Maryśka
Marynia
Maryjka
Marianna
Marianka
Marika
Mariczka
Marcia
Marietta
Marietka
Mariola
Mariolka
Mariolcia
Marita
Maritka
Rita
Ritka
Marlena
Marlenka
Marlenia
Marta
Marteczka
Martusia
Martunia
Martynka
Martynia
Martysia
Maryla
Marylka
Marylcia
Maryna
Marynka
Marzena
Marzenka
Marzka
Matylda
Matynia
Matyldzia
Matysia
Tylda
Tydzia
Melania
Melanka
Mela
Melcia
Melka
Melusia
Melunia
Melisa
Meliska
Lisa
Michalina
Michalinka
Michałka
Michasia
Misia
Milana
Milanka
Miłcia
Milusia
Milunia
Minia
Mirabela
Mirabelka
Mirandzia
Miranka
Mirella
Mirelka
Mirelcia
Mirosława
Mirusia
Mircia
Monika
Moniczka
Monisia
Monia
Nadia
Nadka
Nadzia
Nadisia
Nadzieja
Nadziunia
Natalia
Natalka
Natalcia
Natka
Natusia
Nata
Natasza
Nataszka
Natasia
Nella
Nelcia
Nel
Nikita
Nikusia
Nikola
Nikolka
Kola
Nila
Nilka
Nilcia
Nilusia
Nilunia
Noemi
Noemka
Noesia
Emi
Nonna
Nonka
Noncia
Nonia
Norcia
Norma
Normusia
Normunia
Ofelia
Ofelka
Ofelcia
Ofka
Oksana
Oksanka
Oka
Okusia
Oktawia
Oktawka
Okta
Olga
Ola
Oleńka
Olusia
Olgunia
Olimpia
Olimpka
Olisia
Oliwia
Oliwka
Oliwcia
Oriana
Orianka
Oria
Orka
Ora
Otylia
Otylka
Oti
Otusia
Tylka
Tyla
Palmira
Palmirka
Palma
Palmisia
Pala
Paloma
Palomka
Palunia
Palonia
Pamela
Pamelka
Pamka
Pami
Pam
Patrycja
Patrysia
Patrynia
Patka
Paula
Paulusia
Paulinka
Paulina
Paulisia
Pela
Pelasia
Pelcia
Petra
Petrusia
Petrulka
Petrunia
Petka
Petronela
Petronelka
Rachela
Rachelka
Rachelcia
Rasia
Raisa
Rajka
Raja
Isa
Rajmunda
Rajmundzia
Rajmusia
Mundka
Mundzia
Rebeka
Rebusia
Rebecia
Rebunia
Rebka
Beka
Regina
Reginka
Regincia
Gina
Renia
Renka
Renata
Renatka
Ricia
Ritusia
Ritunia
Roberta
Robusia
Robcia
Robka
Roksana
Roksanka
Roksunia
Roksa
Roksia
Sanka
Roma
Romka
Romcia
Romusia
Romana
Romanka
Rosława
Rosławka
Rosławcia
Roska
Rosia
Rosa
Rościsława
Rościsławka
Rozalia
Rozalka
Rozalcia
Rozka
Rozia
Róża
Różyczka
Rózia
Rózka
Ryszarda
Rysia
Ryśka
Sabina
Sabinka
Sabincia
Sabunia
Saba
Sabrina
Sabrinka
Sabrinia
Sabrisia
Rina
Rinka
Salomea
Sala
Salka
Salomka
Salcia
Salomcia
Samanta
Samancia
Samunia
Sama
Sami
Sandra
Sandrusia
Sandrunia
Sania
Sara
Sarka
Sarunia
Sarusia
Sarcia
Scholastyka
Scholastyczka
Schola
Scholka
Scholcia
Selma
Selmunia
Selmusia
Selka
Sławcia
Sławunia
Sławusia
Sławomira
Sonia
Sonka
Sońka
Sonusia
Stanisława
Stanisławka
Stasia
Staszka
Stanka
Stefania
Stefanka
Stefka
Stefa
Stefcia
Stella
Stelka
Stela
Stelcia
Stelusia
Sylwia
Sylwunia
Sylwusia
Sylwka
Tamara
Tamarka
Tamarcia
Tama
Tamka
Marka
Tatiana
Tatianka
Tania
Tańka
Tekla
Teklunia
Tela
Telcia
Teodozja
Teosia
Tea
Tedzia
Tenia
Todzia
Teresa
Tereska
Terenia
Teresia
Terka
Tercia
Trudka
Trunia
Urszula
Urszulka
Ula
Ulka
Ulcia
Wacława
Wacławka
Wacka
Wacławcia
Wacia
Walentyna
Wala
Walka
Waleria
Walerka
Walercia
Wanda
Wandzia
Wandusia
Wandeczka
Wandzik
Wanessa
Waneska
Wanesia
Wanka
Wana
Wera
Werka
Wierka
Weronika
Weroniczka
Weronka
Weronisia
Wiesława
Wiesia
Wiktoria
Wiktorka
Wika
Wikta
Wikcia.
Wilana
Wilianka
Wila
Wilka
Wilunia
Wilma
Wilmusia
Wilcia
Wioletta
Wioletka
Wiola
Wiolka
Wiolcia
Wiolunia
Wirginia
Wirginka
Wisława
Wisławka
Wisła
Wisa
Witalia
Witalka
Witalcia
Wiwiana
Wiwianka
Wiwia
Wiwa
Wiwka
Zdzisława
Zdzisławka
Zdzisia
Zdziśka
Zenobia
Zenka
Zenia
Zofia
Zosia
Zośka
Zosieńka
Zofka
Zocha
Zoja
Zojka
Zojeczka
Zojusia
Zojcia
Zuzanna
Zuzanka
Zuza
Zuzka
Zuzia
Zyta
Zytka
Zycia
Zytunia
Żaklina
Żaklinka
Żaklinia
Żakunia
Żaneta
Żanetka
Żanecia
Żanka
Żanna
Żania
Żywia
Żywka
Żywa
